task,top_k,original_position,updated_oracle_pos
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,1
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,5
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,8
relevant_not_correct,10,3,4
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,7
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,1
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,5
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,5
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,5
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,5
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,9
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,2
relevant_not_correct,10,3,1
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,8
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,5
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,5
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,9
relevant_not_correct,10,3,1
relevant_not_correct,10,3,1
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,8
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,3
relevant_not_correct,10,3,8
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,5
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,8
relevant_not_correct,10,3,1
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,4
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,5
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,6
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,2
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,7
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,3
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,0
relevant_not_correct,10,3,9
relevant_not_correct,10,3,1
relevant_not_correct,10,3,0
relevant_not_correct,10,4,7
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,5
relevant_not_correct,10,4,4
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,4
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,7
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,9
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,8
relevant_not_correct,10,4,5
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,9
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,4
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,4
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,2
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,4
relevant_not_correct,10,4,4
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,7
relevant_not_correct,10,4,1
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,8
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,6
relevant_not_correct,10,4,0
relevant_not_correct,10,4,4
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,4
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,3
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,9
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,5
relevant_not_correct,10,4,6
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,5
relevant_not_correct,10,4,0
relevant_not_correct,10,4,3
relevant_not_correct,10,4,2
relevant_not_correct,10,4,1
relevant_not_correct,10,4,2
relevant_not_correct,10,4,2
relevant_not_correct,10,4,9
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,1
relevant_not_correct,10,4,1
relevant_not_correct,10,4,4
relevant_not_correct,10,4,4
relevant_not_correct,10,4,5
relevant_not_correct,10,4,7
relevant_not_correct,10,4,4
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,3
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,3
relevant_not_correct,10,4,0
relevant_not_correct,10,4,7
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,1
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,3
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,5
relevant_not_correct,10,4,0
relevant_not_correct,10,4,0
relevant_not_correct,10,4,2
relevant_not_correct,10,4,0
